,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
0,0.024993993,0.024993993,0.024993993,0.024993993,0.024993973,0.004467754,0.004467738,0.024993833,0.024993833,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.02052622,0.0044100974,0.0,1.3636658e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993993
3600,0.024993993,0.024993993,0.024993993,0.024993993,0.024993973,0.004467754,0.004467738,0.024993833,0.024993833,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.02052622,0.0044100974,0.0,1.8249374e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993993
7200,0.024993991,0.024993991,0.024993991,0.024993991,0.02499397,0.004467753,0.004467738,0.024993835,0.024993835,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.0044100983,0.024993993,0.024993993,0.024993993,0.0,0.0,0.020583894,0.0,0.020526215,0.004410098,0.0,1.525976e-08,-0.024993856,0.0,-0.020526098,0.0,0.0,0.020583862,0.020526161,0.020526137,0.0,-0.024993915,0.0,0.0,0.024993991
10800,0.024993993,0.024993993,0.024993993,0.024993993,0.024993971,0.0044677537,0.004467738,0.024993833,0.024993833,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.02052622,0.0044100974,0.0,1.3729235e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993993
14400,0.024993993,0.024993993,0.024993993,0.024993993,0.024993973,0.004467754,0.004467738,0.024993833,0.024993833,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.02052622,0.0044100974,0.0,1.5172946e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993993
18000,0.024993993,0.024993993,0.024993993,0.024993993,0.024993971,0.0044677537,0.004467738,0.024993833,0.024993833,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.020526217,0.0044100974,0.0,1.5173056e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993993
21600,0.024993995,0.024993995,0.024993995,0.024993995,0.024993973,0.004467754,0.004467738,0.024993833,0.024993833,0.024993848,0.024993842,0.024993842,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.02052622,0.0044100974,0.0,1.7061751e-08,-0.024993854,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993995
25200,0.024993993,0.024993993,0.024993993,0.024993993,0.024993973,0.004467754,0.004467738,0.024993833,0.024993833,0.024993848,0.024993842,0.024993842,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.02052622,0.0044100974,0.0,1.6965572e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993993
28800,0.024993991,0.024993991,0.024993991,0.024993991,0.02499397,0.0044677537,0.004467738,0.024993835,0.024993835,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993993,0.024993993,0.024993993,0.0,0.0,0.020583894,0.0,0.020526217,0.0044100974,0.0,1.526264e-08,-0.024993856,0.0,-0.020526098,0.0,0.0,0.020583862,0.020526161,0.020526137,0.0,-0.024993915,0.0,0.0,0.024993991
32400,0.024993993,0.024993993,0.024993993,0.024993993,0.024993971,0.0044677537,0.004467738,0.024993835,0.024993835,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.020526217,0.0044100974,0.0,1.8245874e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526161,0.020526137,0.0,-0.024993915,0.0,0.0,0.024993993
36000,0.024993993,0.024993993,0.024993993,0.024993993,0.024993971,0.0044677537,0.004467738,0.024993833,0.024993833,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.02052622,0.0044100974,0.0,1.6845112e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993993
39600,0.024993993,0.024993993,0.024993993,0.024993993,0.024993971,0.0044677537,0.004467738,0.024993833,0.024993833,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.020526217,0.0044100974,0.0,1.6792686e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993993
43200,0.024993993,0.024993993,0.024993993,0.024993993,0.024993971,0.0044677537,0.004467738,0.024993835,0.024993835,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.020526217,0.0044100974,0.0,1.5172946e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526161,0.020526137,0.0,-0.024993915,0.0,0.0,0.024993993
46800,0.024993993,0.024993993,0.024993993,0.024993993,0.024993973,0.004467754,0.004467738,0.024993833,0.024993833,0.024993848,0.024993844,0.024993844,0.024993856,0.0,0.004410098,0.024993991,0.024993991,0.024993991,0.0,0.0,0.020583894,0.0,0.02052622,0.0044100974,0.0,1.6742755e-08,-0.024993856,0.0,-0.020526096,0.0,0.0,0.02058386,0.020526163,0.020526135,0.0,-0.024993915,0.0,0.0,0.024993993
