,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
0,0.038105235,0.038105235,0.038105235,0.038105235,0.0066321143,1.5181245e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036415,0.038105216,0.038105216,0.038105216,0.03147312,0.03147312,0.033201575,0.0066321,0.0066320994,0.0049036415,2.9169294e-09,1.5105508e-08,0.0,2.1244123e-11,0.0,0.0,0.0,0.001728458,0.0,4.5534874e-09,0.0,0.0,8.2215124e-11,0.0,0.038105235
3600,0.038105227,0.038105227,0.038105227,0.038105227,0.0066321124,5.003584e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903643,0.038105227,0.038105227,0.038105227,0.03147311,0.03147311,0.033201583,0.0066321124,0.006632112,0.004903643,1.1875598e-10,-1.602229e-10,0.0,-9.587809e-09,0.0,0.0,0.0,0.0017284695,0.0,-1.0991372e-08,0.0,0.0,1.3137839e-08,0.0,0.038105227
7200,0.038105216,0.038105216,0.038105216,0.038105216,0.006632109,-2.0545121e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036443,0.03810524,0.03810524,0.03810524,0.031473104,0.031473104,0.03320159,0.0066321306,0.00663213,0.0049036443,4.4553374e-09,-1.9936234e-08,0.0,-2.6688474e-08,0.0,0.0,0.0,0.0017284862,0.0,-5.2737487e-08,0.0,0.0,1.0328873e-08,0.0,0.038105216
10800,0.03810523,0.03810523,0.03810523,0.03810523,0.006632114,1.1587701e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903642,0.038105216,0.038105216,0.038105216,0.031473115,0.031473115,0.033201575,0.006632103,0.0066321027,0.004903642,2.7292135e-09,2.8777972e-08,0.0,6.5102133e-09,0.0,0.0,0.0,0.0017284612,0.0,6.4889156e-09,0.0,0.0,-3.766262e-09,0.0,0.03810523
14400,0.038105197,0.038105197,0.038105197,0.038105197,0.006632105,-5.2236942e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036467,0.03810525,0.03810525,0.03810525,0.031473093,0.031473093,0.0332016,0.0066321576,0.0066321576,0.0049036467,-8.064144e-09,-5.5562936e-08,0.0,-2.9936505e-08,0.0,0.0,0.0,0.0017285112,0.0,-3.6880905e-08,0.0,0.0,1.619336e-10,0.0,0.038105197
18000,0.038105227,0.038105227,0.038105227,0.038105227,0.0066321124,1.1496236e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903643,0.038105227,0.038105227,0.038105227,0.03147311,0.03147311,0.033201583,0.006632112,0.006632111,0.004903643,-2.006773e-08,6.646313e-09,0.0,1.6345252e-08,0.0,0.0,0.0,0.0017284693,0.0,1.6197218e-08,0.0,0.0,-1.8027478e-08,0.0,0.038105227
21600,0.03810522,0.03810522,0.03810522,0.03810522,0.006632112,-4.6404307e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036434,0.038105227,0.038105227,0.038105227,0.03147311,0.03147311,0.033201583,0.0066321166,0.0066321166,0.0049036434,-1.5775691e-09,-8.091902e-09,0.0,-8.000887e-09,0.0,0.0,0.0,0.0017284735,0.0,-6.1397443e-09,0.0,0.0,9.474763e-10,0.0,0.03810522
25200,0.03810523,0.03810523,0.03810523,0.03810523,0.0066321134,6.2577725e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036425,0.03810522,0.03810522,0.03810522,0.031473115,0.031473115,0.03320158,0.006632107,0.006632107,0.0049036425,4.874323e-09,5.1879723e-09,0.0,5.7013794e-09,0.0,0.0,0.0,0.001728465,0.0,5.0847637e-10,0.0,0.0,5.114404e-10,0.0,0.03810523
28800,0.03810523,0.03810523,0.03810523,0.03810523,0.006632114,1.1450904e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903642,0.038105216,0.038105216,0.038105216,0.031473115,0.031473115,0.033201575,0.0066321027,0.0066321027,0.004903642,-3.9150557e-08,1.1622159e-08,0.0,4.4397908e-08,0.0,0.0,0.0,0.0017284609,0.0,5.488139e-08,0.0,0.0,-3.9894005e-08,0.0,0.03810523
32400,0.038105216,0.038105216,0.038105216,0.038105216,0.0066321106,-9.814731e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903644,0.03810523,0.03810523,0.03810523,0.031473108,0.031473108,0.033201586,0.0066321213,0.006632121,0.004903644,-5.898404e-10,-3.500861e-08,0.0,4.882756e-10,0.0,0.0,0.0,0.0017284779,0.0,6.571337e-11,0.0,0.0,1.407138e-08,0.0,0.038105216
36000,0.038105227,0.038105227,0.038105227,0.038105227,0.006632113,3.1049037e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036425,0.03810522,0.03810522,0.03810522,0.03147311,0.03147311,0.03320158,0.00663211,0.0066321096,0.0049036425,4.7258986e-10,2.9446596e-09,0.0,3.1114693e-09,0.0,0.0,0.0,0.0017284675,0.0,7.392325e-10,0.0,0.0,2.6724556e-10,0.0,0.038105227
39600,0.038105253,0.038105253,0.038105253,0.038105253,0.0066321203,5.889575e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036383,0.038105194,0.038105194,0.038105194,0.03147313,0.03147313,0.033201557,0.006632062,0.0066320617,0.0049036383,6.5326633e-09,5.3958463e-08,0.0,9.178279e-09,0.0,0.0,0.0,0.0017284233,0.0,-6.9660615e-08,0.0,0.0,-6.4783596e-09,0.0,0.038105253
43200,0.03810522,0.03810522,0.03810522,0.03810522,0.006632112,-3.473262e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903643,0.038105227,0.038105227,0.038105227,0.03147311,0.03147311,0.033201583,0.0066321157,0.006632115,0.004903643,-1.2335071e-08,6.868289e-10,0.0,9.9849045e-09,0.0,0.0,0.0,0.0017284726,0.0,8.2567455e-09,0.0,0.0,-1.0626899e-08,0.0,0.03810522
46800,0.038105227,0.038105227,0.038105227,0.038105227,0.0066321124,-1.4385275e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903643,0.038105227,0.038105227,0.038105227,0.03147311,0.03147311,0.033201583,0.006632113,0.0066321124,0.004903643,1.1210287e-08,-1.8650267e-11,0.0,-1.1460688e-08,0.0,0.0,0.0,0.00172847,0.0,-1.0880697e-08,0.0,0.0,1.0972639e-08,0.0,0.038105227
50400,0.0381053,0.0381053,0.0381053,0.0381053,0.0066321343,1.5584052e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036313,0.03810515,0.03810515,0.03810515,0.03147317,0.03147317,0.033201516,0.0066319783,0.006631978,0.0049036313,9.2735334e-08,1.5588772e-07,0.0,6.1438044e-08,0.0,0.0,0.0,0.0017283469,0.0,6.2259666e-08,0.0,0.0,8.8797955e-11,0.0,0.0381053
54000,0.03810523,0.03810523,0.03810523,0.03810523,0.006632114,9.490876e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903642,0.038105216,0.038105216,0.038105216,0.031473115,0.031473115,0.033201575,0.0066321045,0.006632104,0.004903642,9.251583e-09,8.99652e-09,0.0,1.2057133e-08,0.0,0.0,0.0,0.0017284624,0.0,3.498295e-09,0.0,0.0,-1.3651321e-09,0.0,0.03810523
57600,0.03810489,0.03810489,0.03810489,0.03810489,0.0066320198,-6.6119105e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00490369,0.03810555,0.03810555,0.03810555,0.031472873,0.031472873,0.033201866,0.0066326815,0.006632681,0.00490369,-1.0554539e-07,-6.6190864e-07,0.0,-2.575401e-07,0.0,0.0,0.0,0.0017289912,0.0,-5.583097e-07,0.0,0.0,-1.0923022e-07,0.0,0.03810489
61200,0.03810523,0.03810523,0.03810523,0.03810523,0.0066321134,7.3764768e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036425,0.03810522,0.03810522,0.03810522,0.031473115,0.031473115,0.03320158,0.0066321064,0.006632106,0.0049036425,-2.5676865e-08,7.610745e-09,0.0,2.480798e-08,0.0,0.0,0.0,0.0017284642,0.0,2.4928765e-08,0.0,0.0,-2.6250966e-08,0.0,0.03810523
64800,0.038105246,0.038105246,0.038105246,0.038105246,0.006632117,3.341366e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036406,0.03810521,0.03810521,0.03810521,0.031473126,0.031473126,0.033201568,0.006632084,0.0066320836,0.0049036406,2.2570028e-08,3.2483047e-08,0.0,3.9185416e-10,0.0,0.0,0.0,0.0017284435,0.0,1.402575e-08,0.0,0.0,2.3329287e-08,0.0,0.038105246
68400,0.038105328,0.038105328,0.038105328,0.038105328,0.006632141,2.021145e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903628,0.038105126,0.038105126,0.038105126,0.031473186,0.031473186,0.033201493,0.0066319387,0.0066319383,0.004903628,6.5546274e-08,2.0227594e-07,0.0,7.397455e-08,0.0,0.0,0.0,0.0017283106,0.0,1.3575227e-07,0.0,0.0,6.541827e-08,0.0,0.038105328
72000,0.03810523,0.03810523,0.03810523,0.03810523,0.006632114,1.2142536e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004903642,0.038105216,0.038105216,0.038105216,0.031473115,0.031473115,0.033201575,0.006632102,0.0066321017,0.004903642,5.3193652e-08,1.0926274e-08,0.0,-4.486034e-08,0.0,0.0,0.0,0.0017284604,0.0,-4.0163208e-08,0.0,0.0,5.1493227e-08,0.0,0.03810523
