,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
0,0.030485896,0.030485896,0.030485896,0.030485896,0.030485861,0.030485842,0.030485831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485904,0.030485904,0.030485904,0.030485904,0.0,0.030485904,-0.012423281,0.0,0.0,-5.151252e-09,0.0,0.0,0.012423274,0.030485831,0.0,-0.030485868,0.0,-0.018062567,-0.018062558,0.0,-0.012423281,-0.012423274,0.0,0.030485896
3600,0.0304859,0.0304859,0.0304859,0.0304859,0.030485868,0.030485848,0.030485839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485893,0.030485893,0.030485893,0.030485889,0.0,0.030485893,-0.012423275,0.0,0.0,9.770931e-09,0.0,0.0,0.012423276,0.030485839,0.0,-0.03048586,0.0,-0.018062562,-0.018062562,0.0,-0.012423277,-0.012423275,0.0,0.0304859
7200,0.030486038,0.030486038,0.030486038,0.030486038,0.030486008,0.030485986,0.030485976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485626,0.030485626,0.030485626,0.030485623,0.0,0.030485626,-0.012423168,0.0,0.0,0.0,0.0,0.0,0.012423332,0.030485976,0.0,-0.03048559,0.0,-0.018062403,-0.018062642,0.0,-0.012423169,-0.012423332,0.0,0.030486038
10800,0.030485896,0.030485896,0.030485896,0.030485896,0.030485865,0.030485846,0.030485835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485896,0.030485896,0.030485896,0.030485896,0.0,0.030485896,-0.012423278,0.0,0.0,6.419034e-09,0.0,0.0,0.012423274,0.030485835,0.0,-0.030485865,0.0,-0.018062564,-0.01806256,0.0,-0.012423279,-0.012423274,0.0,0.030485896
14400,0.0304859,0.0304859,0.0304859,0.0304859,0.030485868,0.030485846,0.030485835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485896,0.030485896,0.030485896,0.030485893,0.0,0.030485893,-0.012423277,0.0,0.0,6.826283e-09,0.0,0.0,0.012423275,0.030485835,0.0,-0.030485861,0.0,-0.018062564,-0.018062562,0.0,-0.012423278,-0.012423275,0.0,0.0304859
18000,0.030485896,0.030485896,0.030485896,0.030485896,0.030485865,0.030485842,0.030485831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304859,0.0304859,0.0304859,0.0304859,0.0,0.0304859,-0.01242328,0.0,0.0,4.1484918e-09,0.0,0.0,0.012423274,0.030485831,0.0,-0.030485868,0.0,-0.018062565,-0.018062558,0.0,-0.012423281,-0.012423274,0.0,0.030485896
21600,0.0304859,0.0304859,0.0304859,0.0304859,0.030485865,0.030485846,0.030485835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485896,0.030485896,0.030485896,0.030485896,0.0,0.030485896,-0.012423278,0.0,0.0,6.769195e-09,0.0,0.0,0.012423274,0.030485835,0.0,-0.030485865,0.0,-0.018062564,-0.01806256,0.0,-0.012423279,-0.012423274,0.0,0.0304859
25200,0.030485896,0.030485896,0.030485896,0.030485896,0.030485865,0.030485846,0.030485835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304859,0.0304859,0.0304859,0.030485896,0.0,0.030485896,-0.012423278,0.0,0.0,3.3999257e-09,0.0,0.0,0.012423274,0.030485835,0.0,-0.030485865,0.0,-0.018062565,-0.01806256,0.0,-0.012423279,-0.012423274,0.0,0.030485896
28800,0.0304859,0.0304859,0.0304859,0.0304859,0.030485865,0.030485846,0.030485835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485896,0.030485896,0.030485896,0.030485896,0.0,0.030485896,-0.012423277,0.0,0.0,6.1953165e-10,0.0,0.0,0.012423275,0.030485835,0.0,-0.030485861,0.0,-0.018062564,-0.01806256,0.0,-0.012423279,-0.012423274,0.0,0.0304859
32400,0.030485896,0.030485896,0.030485896,0.030485896,0.030485865,0.030485846,0.030485835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030485896,0.030485896,0.030485896,0.030485896,0.0,0.030485896,-0.012423278,0.0,0.0,7.233194e-09,0.0,0.0,0.012423274,0.030485835,0.0,-0.030485865,0.0,-0.018062564,-0.01806256,0.0,-0.012423279,-0.012423274,0.0,0.030485896
