,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
0,0.03804446,0.03804446,0.03804446,0.03804446,0.0048212004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038044464,0.038044464,0.038044464,0.03804446,0.033223264,0.038044464,1.959054e-08,0.0048212004,0.0,-2.048594e-08,0.0,0.0,0.0,0.0,0.0,-0.0048212027,0.0,-1.982993e-08,0.0,0.0,1.9532965e-08,0.0,0.0,0.03804446
3600,0.038044456,0.038044456,0.038044456,0.038044456,0.004821201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03804446,0.03804446,0.03804446,0.038044456,0.03322326,0.03804446,-4.041384e-09,0.004821201,0.0,-2.5387668e-09,0.0,0.0,0.0,0.0,0.0,-0.004821201,0.0,-1.8555696e-09,0.0,0.0,-9.465482e-09,0.0,0.0,0.038044456
7200,0.038044468,0.038044468,0.038044468,0.038044468,0.0048212023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038044453,0.038044453,0.038044453,0.03804445,0.033223268,0.03804445,6.50593e-09,0.0048212023,0.0,6.7706023e-09,0.0,0.0,0.0,0.0,0.0,-0.0048211818,0.0,3.3036351e-09,0.0,0.0,-1.597664e-09,0.0,0.0,0.038044468
10800,0.038044475,0.038044475,0.038044475,0.038044475,0.004821203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038044445,0.038044445,0.038044445,0.038044445,0.03322327,0.038044445,1.1556667e-08,0.004821203,0.0,8.042043e-08,0.0,0.0,0.0,0.0,0.0,-0.0048211734,0.0,-1.8057577e-08,0.0,0.0,-3.4722774e-08,0.0,0.0,0.038044475
14400,0.038044393,0.038044393,0.038044393,0.038044393,0.0048211883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03804453,0.03804453,0.03804453,0.038044527,0.0332232,0.03804453,-4.201603e-08,0.0048211883,0.0,-5.9525007e-08,0.0,0.0,0.0,0.0,0.0,-0.0048213266,0.0,-8.898274e-08,0.0,0.0,-1.39956144e-08,0.0,0.0,0.038044393
18000,0.03804446,0.03804446,0.03804446,0.03804446,0.004821201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038044456,0.038044456,0.038044456,0.038044456,0.033223264,0.038044456,-4.5417594e-09,0.004821201,0.0,8.808106e-09,0.0,0.0,0.0,0.0,0.0,-0.0048211957,0.0,8.290619e-09,0.0,0.0,-7.2629645e-09,0.0,0.0,0.03804446
21600,0.03804446,0.03804446,0.03804446,0.03804446,0.004821201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038044456,0.038044456,0.038044456,0.038044456,0.033223264,0.038044456,-4.2435113e-09,0.004821201,0.0,7.3314643e-09,0.0,0.0,0.0,0.0,0.0,-0.0048211967,0.0,7.110776e-09,0.0,0.0,-3.893492e-09,0.0,0.0,0.03804446
25200,0.038044464,0.038044464,0.038044464,0.038044464,0.004821202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038044453,0.038044453,0.038044453,0.038044453,0.033223268,0.038044453,8.941982e-09,0.004821202,0.0,-4.5827e-11,0.0,0.0,0.0,0.0,0.0,-0.0048211874,0.0,-7.663431e-09,0.0,0.0,-1.7198976e-09,0.0,0.0,0.038044464
28800,0.038044453,0.038044453,0.038044453,0.038044453,0.0048211995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038044468,0.038044468,0.038044468,0.038044464,0.033223256,0.038044464,6.159538e-10,0.0048211995,0.0,-2.6156957e-09,0.0,0.0,0.0,0.0,0.0,-0.0048212125,0.0,-2.476975e-09,0.0,0.0,1.471815e-09,0.0,0.0,0.038044453
32400,0.038044475,0.038044475,0.038044475,0.038044475,0.004821203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038044445,0.038044445,0.038044445,0.038044445,0.03322327,0.038044445,7.830949e-09,0.004821203,0.0,-3.324788e-09,0.0,0.0,0.0,0.0,0.0,-0.004821174,0.0,3.0483378e-08,0.0,0.0,6.7341293e-09,0.0,0.0,0.038044475
