,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
0,0.03802204,0.03802204,0.03802204,0.03802204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03802204,0.03802204,0.03802204,0.03802204,0.03802204,0.03802204,-7.0259644e-05,0.0,0.0,7.026062e-05,0.0,0.0,0.0,0.0,0.0,1.2768353e-09,0.0,7.0260554e-05,0.0,0.0,-7.026045e-05,0.0,0.0,0.03802204
3600,0.03802204,0.03802204,0.03802204,0.03802204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038022038,0.038022038,0.038022038,0.038022038,0.03802204,0.038022038,2.7408557e-08,0.0,0.0,-2.5928669e-08,0.0,0.0,0.0,0.0,0.0,1.4642442e-09,0.0,-2.5238258e-08,0.0,0.0,2.4201826e-08,0.0,0.0,0.03802204
7200,0.03802204,0.03802204,0.03802204,0.03802204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038022038,0.038022038,0.038022038,0.038022038,0.03802204,0.038022038,5.3715667e-09,0.0,0.0,-2.7338607e-09,0.0,0.0,0.0,0.0,0.0,3.0163447e-09,0.0,-5.2922937e-09,0.0,0.0,-6.108921e-10,0.0,0.0,0.03802204
10800,0.038022045,0.038022045,0.038022045,0.038022045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038022034,0.038022034,0.038022034,0.038022034,0.038022045,0.038022034,1.3244519e-08,0.0,0.0,6.380582e-09,0.0,0.0,0.0,0.0,0.0,1.129422e-08,0.0,2.4360576e-08,0.0,0.0,1.511955e-08,0.0,0.0,0.038022045
14400,0.03802204,0.03802204,0.03802204,0.03802204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038022034,0.038022034,0.038022034,0.038022034,0.03802204,0.038022034,9.828839e-09,0.0,0.0,8.955887e-08,0.0,0.0,0.0,0.0,0.0,6.6705574e-09,0.0,-5.4657883e-09,0.0,0.0,3.5351402e-10,0.0,0.0,0.03802204
18000,0.038022052,0.038022052,0.038022052,0.038022052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038022026,0.038022026,0.038022026,0.038022026,0.038022052,0.038022026,7.480211e-10,0.0,0.0,9.1625205e-09,0.0,0.0,0.0,0.0,0.0,2.949591e-08,0.0,1.0371056e-08,0.0,0.0,-7.4434974e-09,0.0,0.0,0.038022052
21600,0.03802203,0.03802203,0.03802203,0.03802203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03802205,0.03802205,0.03802205,0.03802205,0.03802203,0.03802205,-1.4248493e-08,0.0,0.0,-8.293487e-09,0.0,0.0,0.0,0.0,0.0,-1.8007967e-08,0.0,-7.374343e-09,0.0,0.0,-1.17445875e-08,0.0,0.0,0.03802203
25200,0.038022026,0.038022026,0.038022026,0.038022026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038022052,0.038022052,0.038022052,0.038022052,0.038022026,0.038022052,4.077552e-08,0.0,0.0,-7.151196e-08,0.0,0.0,0.0,0.0,0.0,-2.7965735e-08,0.0,-7.150665e-08,0.0,0.0,2.3739533e-08,0.0,0.0,0.038022026
28800,0.038021885,0.038021885,0.038021885,0.038021885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038022187,0.038022187,0.038022187,0.038022187,0.038021885,0.038022187,-1.9740767e-07,0.0,0.0,-1.05784295e-07,0.0,0.0,0.0,0.0,0.0,-3.0154303e-07,0.0,-1.0417014e-07,0.0,0.0,0.0,0.0,0.0,0.038021885
32400,0.038022034,0.038022034,0.038022034,0.038022034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03802204,0.03802204,0.03802204,0.03802204,0.038022034,0.03802204,1.5181536e-09,0.0,0.0,-6.3632144e-09,0.0,0.0,0.0,0.0,0.0,-8.2054665e-09,0.0,-2.9291032e-09,0.0,0.0,-5.017349e-10,0.0,0.0,0.038022034
36000,0.038022034,0.038022034,0.038022034,0.038022034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038022045,0.038022045,0.038022045,0.03802204,0.038022034,0.038022045,-1.3144284e-08,0.0,0.0,1.1361381e-08,0.0,0.0,0.0,0.0,0.0,1.4263954e-09,0.0,-5.5016003e-10,0.0,0.0,4.0637222e-09,0.0,0.0,0.038022034
39600,0.038022045,0.038022045,0.038022045,0.038022045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03802203,0.03802203,0.03802203,0.03802203,0.038022045,0.03802203,1.1520934e-08,0.0,0.0,-3.228192e-09,0.0,0.0,0.0,0.0,0.0,1.6849558e-08,0.0,5.2976348e-09,0.0,0.0,3.5819965e-09,0.0,0.0,0.038022045
43200,0.038021952,0.038021952,0.038021952,0.038021952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038022127,0.038022127,0.038022127,0.038022123,0.038021952,0.038022127,-9.302582e-08,0.0,0.0,1.3364151e-10,0.0,0.0,0.0,0.0,0.0,-1.6987474e-07,0.0,-8.246175e-08,0.0,0.0,-9.494786e-08,0.0,0.0,0.038021952
46800,0.03802171,0.03802171,0.03802171,0.03802171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03802236,0.03802236,0.03802236,0.03802236,0.03802171,0.03802236,-1.7153411e-07,0.0,0.0,-2.3951367e-07,0.0,0.0,0.0,0.0,0.0,-6.504738e-07,0.0,-4.793055e-07,0.0,0.0,-1.7312628e-07,0.0,0.0,0.03802171
