,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
0,0.038043473,0.038043473,0.038043473,0.038043473,0.0,0.0,0.0,0.0,0.0,1.3911058e-08,0.0,0.0,0.0,0.004584679,0.0,0.038043372,0.038043372,0.038043372,0.03345869,0.038043473,0.038043372,0.0,0.0,-0.0045846784,0.0045847804,0.0,0.004584679,-1.377496e-08,0.0,0.0,0.0045847804,0.0045846794,0.0045847804,0.0,1.3482913e-08,0.0,1.0081754e-07,1.2877005e-07,0.038043473
3600,0.038043413,0.038043413,0.038043413,0.038043413,0.0,0.0,0.0,0.0,0.0,1.3849885e-09,0.0,0.0,0.0,0.004584688,0.0,0.038043424,0.038043424,0.038043424,0.033458736,0.038043413,0.038043424,0.0,0.0,-0.0045846878,0.004584678,0.0,0.004584688,2.5174483e-08,0.0,0.0,0.004584678,0.004584688,0.004584678,0.0,-3.792535e-08,0.0,-8.501617e-09,6.585021e-10,0.038043413
7200,0.038043413,0.038043413,0.038043413,0.038043413,0.0,0.0,0.0,0.0,0.0,1.2106719e-09,0.0,0.0,0.0,0.004584688,0.0,0.038043424,0.038043424,0.038043424,0.033458736,0.038043413,0.038043424,0.0,0.0,-0.0045846878,0.004584677,0.0,0.004584688,-1.261525e-09,0.0,0.0,0.004584677,0.004584688,0.004584677,0.0,3.764395e-09,0.0,-1.1319586e-08,0.0,0.038043413
10800,0.038043417,0.038043417,0.038043417,0.038043417,0.0,0.0,0.0,0.0,0.0,3.908033e-09,0.0,0.0,0.0,0.0045846873,0.0,0.03804342,0.03804342,0.03804342,0.033458736,0.038043417,0.03804342,0.0,0.0,-0.004584687,0.004584685,0.0,0.0045846873,-2.1413785e-10,0.0,0.0,0.004584685,0.0045846873,0.0045846845,0.0,-2.490412e-09,0.0,-3.4035013e-09,-2.677142e-09,0.038043417
14400,0.03804343,0.03804343,0.03804343,0.03804343,0.0,0.0,0.0,0.0,0.0,-2.0008413e-09,0.0,0.0,0.0,0.004584685,0.0,0.038043413,0.038043413,0.038043413,0.033458732,0.03804343,0.038043413,0.0,0.0,-0.0045846845,0.0045847003,0.0,0.004584685,-3.1578569e-09,0.0,0.0,0.004584701,0.004584685,0.0045847003,0.0,-2.0424802e-09,0.0,9.7803134e-09,2.9509046e-09,0.03804343
18000,0.038043432,0.038043432,0.038043432,0.038043432,0.0,0.0,0.0,0.0,0.0,-1.0179949e-08,0.0,0.0,0.0,0.0045846845,0.0,0.03804341,0.03804341,0.03804341,0.03345873,0.038043432,0.03804341,0.0,0.0,-0.004584684,0.004584705,0.0,0.0045846845,-7.341365e-09,0.0,0.0,0.004584705,0.0045846845,0.004584705,0.0,-4.512082e-09,0.0,2.174038e-08,9.541263e-09,0.038043432
21600,0.03804343,0.03804343,0.03804343,0.03804343,0.0,0.0,0.0,0.0,0.0,-3.4008042e-12,0.0,0.0,0.0,0.0045846845,0.0,0.038043413,0.038043413,0.038043413,0.03345873,0.03804343,0.038043413,0.0,0.0,-0.004584684,0.004584704,0.0,0.0045846845,-4.0952602e-10,0.0,0.0,0.004584704,0.004584685,0.004584704,0.0,-1.1646073e-08,0.0,1.6209142e-08,-1.5173122e-09,0.03804343
25200,0.038043413,0.038043413,0.038043413,0.038043413,0.0,0.0,0.0,0.0,0.0,2.4800993e-08,0.0,0.0,0.0,0.004584688,0.0,0.038043424,0.038043424,0.038043424,0.033458736,0.038043413,0.038043424,0.0,0.0,-0.0045846873,0.00458468,0.0,0.0045846878,-2.4697025e-08,0.0,0.0,0.00458468,0.004584688,0.00458468,0.0,2.5854197e-08,0.0,-1.4591084e-08,-2.4126697e-08,0.038043413
28800,0.038043424,0.038043424,0.038043424,0.038043424,0.0,0.0,0.0,0.0,0.0,-2.948261e-09,0.0,0.0,0.0,0.0045846854,0.0,0.038043413,0.038043413,0.038043413,0.033458732,0.038043424,0.038043413,0.0,0.0,-0.004584685,0.0045846957,0.0,0.0045846854,-7.325776e-09,0.0,0.0,0.0045846957,0.0045846854,0.0045846957,0.0,4.9810835e-09,0.0,1.0693659e-08,3.3416772e-09,0.038043424
32400,0.03804334,0.03804334,0.03804334,0.03804334,0.0,0.0,0.0,0.0,0.0,-2.0524786e-09,0.0,0.0,0.0,0.0045847064,0.0,0.038043495,0.038043495,0.038043495,0.033458788,0.03804334,0.038043495,0.0,0.0,-0.004584706,0.00458455,0.0,0.0045847064,1.2797167e-09,0.0,0.0,0.0045845504,0.0045847064,0.00458455,0.0,-3.905617e-09,0.0,-1.5772618e-07,-5.974592e-08,0.03804334
