,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
0,0.03500654,0.03500654,0.03500654,0.03500654,0.004630591,0.0046305903,0.0,0.0,0.0,0.0,1.7086577e-08,1.5935708e-08,9.290782e-08,9.338325e-08,0.035006627,0.035006635,0.035006635,0.035006635,0.0,0.030375952,0.0,0.021664444,0.0,0.03500653,0.013342094,0.0046305903,0.0,0.0,0.0,7.1573915e-08,0.030375948,0.0,0.008711504,0.0,0.0,-0.013342093,0.0,-3.0915864e-08,0.03500654
3600,0.03500659,0.03500659,0.03500659,0.03500659,0.004630597,0.0046305964,0.0,0.0,0.0,0.0,-1.0753018e-09,-1.2512856e-09,1.0425258e-08,1.1281507e-08,0.03500659,0.0350066,0.0350066,0.0350066,0.0,0.030375993,0.0,0.021664474,0.0,0.035006583,0.013342111,0.0046305964,0.0,0.0,0.0,1.5560963e-09,0.03037599,0.0,0.008711515,0.0,0.0,-0.01334211,0.0,-8.3923295e-09,0.03500659
7200,0.0350066,0.0350066,0.0350066,0.0350066,0.0046305982,0.004630598,0.0,0.0,0.0,0.0,-2.8880662e-09,-2.786279e-09,-8.1375395e-09,-7.875948e-09,0.035006583,0.03500659,0.03500659,0.03500659,0.0,0.030376002,0.0,0.02166448,0.0,0.03500659,0.013342116,0.004630598,0.0,0.0,0.0,8.341364e-10,0.030375998,0.0,0.008711518,0.0,0.0,-0.013342115,0.0,-1.6112805e-08,0.0350066
10800,0.035006553,0.035006553,0.035006553,0.035006553,0.0046305917,0.0046305917,0.0,0.0,0.0,0.0,-3.5024743e-09,-3.1190401e-09,7.612232e-08,7.6616125e-08,0.035006616,0.035006627,0.035006627,0.035006627,0.0,0.030375961,0.0,0.02166445,0.0,0.03500654,0.0133420965,0.0046305917,0.0,0.0,0.0,7.8136175e-08,0.030375956,0.0,0.008711507,0.0,0.0,-0.013342096,0.0,-2.4727358e-09,0.035006553
14400,0.035006616,0.035006616,0.035006616,0.035006616,0.0046306,0.0046306,0.0,0.0,0.0,0.0,-1.7866936e-10,-1.9568234e-09,-3.962668e-08,-3.8076223e-08,0.03500657,0.035006583,0.035006583,0.035006583,0.0,0.030376015,0.0,0.02166449,0.0,0.03500661,0.013342123,0.0046305996,0.0,0.0,0.0,-3.9692615e-08,0.030376012,0.0,0.0087115215,0.0,0.0,-0.013342121,0.0,2.613932e-08,0.035006616
18000,0.035006598,0.035006598,0.035006598,0.035006598,0.004630598,0.0046305973,0.0,0.0,0.0,0.0,-6.368369e-10,9.90635e-10,2.448749e-09,5.4514983e-11,0.035006586,0.035006594,0.035006594,0.035006594,0.0,0.030375998,0.0,0.021664478,0.0,0.035006586,0.013342114,0.0046305973,0.0,0.0,0.0,9.572808e-10,0.030375993,0.0,0.008711516,0.0,0.0,-0.013342113,0.0,2.375352e-10,0.035006598
21600,0.03500661,0.03500661,0.03500661,0.03500661,0.0046305987,0.0046305982,0.0,0.0,0.0,0.0,-1.5513306e-09,3.1616174e-09,-1.817152e-08,-1.7656095e-08,0.03500658,0.035006586,0.035006586,0.035006586,0.0,0.030376006,0.0,0.021664483,0.0,0.035006598,0.013342117,0.0046305982,0.0,0.0,0.0,-4.947553e-09,0.030376002,0.0,0.008711519,0.0,0.0,-0.013342116,0.0,-1.1565506e-08,0.03500661
25200,0.035006594,0.035006594,0.035006594,0.035006594,0.0046305973,0.0046305973,0.0,0.0,0.0,0.0,9.273839e-09,9.101959e-09,9.856687e-10,1.8302676e-09,0.035006586,0.035006598,0.035006598,0.035006598,0.0,0.030375998,0.0,0.021664478,0.0,0.035006583,0.013342113,0.004630597,0.0,0.0,0.0,-1.0374802e-08,0.030375993,0.0,0.008711516,0.0,0.0,-0.013342112,0.0,7.854091e-09,0.035006594
28800,0.035006594,0.035006594,0.035006594,0.035006594,0.0046305973,0.0046305973,0.0,0.0,0.0,0.0,2.8932663e-09,2.1070004e-09,1.5003147e-09,1.9674629e-09,0.035006586,0.035006598,0.035006598,0.035006598,0.0,0.030375998,0.0,0.021664478,0.0,0.035006583,0.013342113,0.004630597,0.0,0.0,0.0,-1.9047514e-10,0.030375993,0.0,0.008711516,0.0,0.0,-0.013342112,0.0,2.844579e-09,0.035006594
32400,0.035006534,0.035006534,0.035006534,0.035006534,0.00463059,0.0046305894,0.0,0.0,0.0,0.0,1.3880141e-09,1.7939246e-09,1.06371935e-07,1.06805864e-07,0.03500663,0.03500664,0.03500664,0.03500664,0.0,0.030375944,0.0,0.021664439,0.0,0.035006527,0.01334209,0.0046305894,0.0,0.0,0.0,7.843715e-08,0.030375943,0.0,0.008711502,0.0,0.0,-0.013342089,0.0,-2.6054469e-08,0.035006534
36000,0.0350066,0.0350066,0.0350066,0.0350066,0.0046305982,0.004630598,0.0,0.0,0.0,0.0,-4.477137e-10,-2.9001312e-10,-5.6975162e-09,-5.5241016e-09,0.035006583,0.035006594,0.035006594,0.035006594,0.0,0.030376002,0.0,0.02166448,0.0,0.03500659,0.013342115,0.004630598,0.0,0.0,0.0,-5.5680967e-09,0.030375997,0.0,0.008711517,0.0,0.0,-0.013342114,0.0,-1.6417997e-09,0.0350066
39600,0.035006627,0.035006627,0.035006627,0.035006627,0.004630602,0.004630601,0.0,0.0,0.0,0.0,-9.606416e-09,-4.3703334e-09,-5.2921123e-08,-5.2679255e-08,0.03500656,0.035006575,0.035006575,0.035006575,0.0,0.030376025,0.0,0.021664497,0.0,0.035006616,0.013342125,0.004630601,0.0,0.0,0.0,-4.6812165e-08,0.030376019,0.0,0.008711523,0.0,0.0,-0.0133421235,0.0,6.061996e-08,0.035006627
43200,0.035006583,0.035006583,0.035006583,0.035006583,0.0046305954,0.004630595,0.0,0.0,0.0,0.0,1.046677e-09,1.1331968e-09,2.7541171e-08,2.7685132e-08,0.035006598,0.03500661,0.03500661,0.03500661,0.0,0.030375985,0.0,0.021664467,0.0,0.03500657,0.013342109,0.004630595,0.0,0.0,0.0,2.3180105e-08,0.030375982,0.0,0.008711513,0.0,0.0,-0.013342108,0.0,8.327059e-09,0.035006583
