,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
0,0.02612057,0.02612057,0.02612057,0.02612057,0.0046691387,0.0046691317,0.026120506,0.0,0.0,0.004608868,0.026120491,0.026120491,0.026120508,0.026120525,0.026120543,0.02612057,0.02612057,0.02612057,0.0,0.02145143,0.0,0.0,6.4808057e-09,0.0,0.0,-0.021451375,0.0,0.021511644,0.026120506,0.0,0.02145141,0.0,0.021451395,0.0,0.0046088677,0.0,0.0,0.021511624,0.02612057
3600,0.026120564,0.026120564,0.026120564,0.026120564,0.0046691387,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451423,0.0,0.0,7.309089e-09,0.0,0.0,-0.021451369,0.0,0.02151164,0.0261205,0.0,0.0214514,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120564
7200,0.026120566,0.026120566,0.026120566,0.026120566,0.004669139,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451425,0.0,0.0,9.466966e-09,0.0,0.0,-0.021451369,0.0,0.021511639,0.0261205,0.0,0.021451402,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120566
10800,0.026120566,0.026120566,0.026120566,0.026120566,0.004669139,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451425,0.0,0.0,2.9273002e-09,0.0,0.0,-0.021451369,0.0,0.021511639,0.0261205,0.0,0.021451402,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120566
14400,0.02612056,0.02612056,0.02612056,0.02612056,0.0046691387,0.004669132,0.0261205,0.0,0.0,0.0046088686,0.026120486,0.026120486,0.026120503,0.02612052,0.02612054,0.026120566,0.026120566,0.026120566,0.0,0.021451423,0.0,0.0,1.5635251e-08,0.0,0.0,-0.021451369,0.0,0.02151164,0.0261205,0.0,0.021451399,0.0,0.021451391,0.0,0.0046088686,0.0,0.0,0.021511616,0.02612056
18000,0.026120562,0.026120562,0.026120562,0.026120562,0.0046691387,0.004669132,0.0261205,0.0,0.0,0.0046088686,0.026120486,0.026120486,0.026120503,0.02612052,0.02612054,0.026120566,0.026120566,0.026120566,0.0,0.021451423,0.0,0.0,6.3629346e-09,0.0,0.0,-0.021451369,0.0,0.02151164,0.0261205,0.0,0.021451399,0.0,0.021451391,0.0,0.004608868,0.0,0.0,0.021511616,0.026120562
21600,0.026120568,0.026120568,0.026120568,0.026120568,0.0046691396,0.0046691317,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120562,0.026120562,0.026120562,0.0,0.021451427,0.0,0.0,6.084219e-09,0.0,0.0,-0.021451367,0.0,0.021511639,0.0261205,0.0,0.021451406,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120568
25200,0.026120564,0.026120564,0.026120564,0.026120564,0.0046691387,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.026120503,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451423,0.0,0.0,9.258766e-09,0.0,0.0,-0.021451369,0.0,0.02151164,0.0261205,0.0,0.0214514,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120564
28800,0.026120566,0.026120566,0.026120566,0.026120566,0.004669139,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451425,0.0,0.0,4.3246695e-09,0.0,0.0,-0.021451369,0.0,0.021511639,0.0261205,0.0,0.021451402,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120566
32400,0.026120564,0.026120564,0.026120564,0.026120564,0.0046691387,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451423,0.0,0.0,6.432532e-09,0.0,0.0,-0.021451369,0.0,0.02151164,0.0261205,0.0,0.0214514,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120564
36000,0.026120566,0.026120566,0.026120566,0.026120566,0.004669139,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451425,0.0,0.0,6.372573e-09,0.0,0.0,-0.021451369,0.0,0.021511639,0.0261205,0.0,0.021451402,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120566
39600,0.026120564,0.026120564,0.026120564,0.026120564,0.0046691387,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451423,0.0,0.0,6.851612e-09,0.0,0.0,-0.021451369,0.0,0.02151164,0.0261205,0.0,0.0214514,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120564
43200,0.026120566,0.026120566,0.026120566,0.026120566,0.004669139,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451425,0.0,0.0,6.741053e-09,0.0,0.0,-0.021451369,0.0,0.021511639,0.0261205,0.0,0.021451402,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120566
46800,0.026120564,0.026120564,0.026120564,0.026120564,0.0046691387,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451423,0.0,0.0,7.224102e-09,0.0,0.0,-0.021451369,0.0,0.02151164,0.0261205,0.0,0.0214514,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120564
50400,0.02612056,0.02612056,0.02612056,0.02612056,0.0046691387,0.004669132,0.0261205,0.0,0.0,0.0046088686,0.026120486,0.026120486,0.026120503,0.02612052,0.02612054,0.026120566,0.026120566,0.026120566,0.0,0.021451423,0.0,0.0,9.997517e-09,0.0,0.0,-0.021451369,0.0,0.02151164,0.0261205,0.0,0.021451399,0.0,0.021451391,0.0,0.004608868,0.0,0.0,0.021511616,0.02612056
54000,0.02612057,0.02612057,0.02612057,0.02612057,0.00466914,0.0046691317,0.026120497,0.0,0.0,0.0046088677,0.026120484,0.026120484,0.0261205,0.026120516,0.026120536,0.026120562,0.026120562,0.026120562,0.0,0.021451429,0.0,0.0,-5.240045e-09,0.0,0.0,-0.021451367,0.0,0.021511639,0.026120497,0.0,0.021451408,0.0,0.021451388,0.0,0.0046088677,0.0,0.0,0.021511616,0.02612057
57600,0.026120566,0.026120566,0.026120566,0.026120566,0.004669139,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451425,0.0,0.0,9.251231e-09,0.0,0.0,-0.021451369,0.0,0.021511639,0.0261205,0.0,0.021451402,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120566
61200,0.026120564,0.026120564,0.026120564,0.026120564,0.0046691387,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.026120503,0.026120517,0.02612054,0.026120564,0.026120564,0.026120564,0.0,0.021451423,0.0,0.0,9.6972865e-09,0.0,0.0,-0.021451369,0.0,0.02151164,0.0261205,0.0,0.0214514,0.0,0.021451391,0.0,0.004608868,0.0,0.0,0.021511616,0.026120564
64800,0.026120568,0.026120568,0.026120568,0.026120568,0.0046691396,0.0046691317,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451427,0.0,0.0,9.485918e-09,0.0,0.0,-0.021451367,0.0,0.021511639,0.0261205,0.0,0.021451406,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120568
68400,0.026120566,0.026120566,0.026120566,0.026120566,0.004669139,0.004669132,0.0261205,0.0,0.0,0.004608868,0.026120486,0.026120486,0.0261205,0.026120517,0.026120538,0.026120564,0.026120564,0.026120564,0.0,0.021451425,0.0,0.0,-5.0846743e-10,0.0,0.0,-0.021451369,0.0,0.021511639,0.0261205,0.0,0.021451402,0.0,0.02145139,0.0,0.004608868,0.0,0.0,0.021511616,0.026120566
72000,0.026120571,0.026120571,0.026120571,0.026120571,0.00466914,0.0046691317,0.026120497,0.0,0.0,0.0046088677,0.026120484,0.026120484,0.0261205,0.026120516,0.026120536,0.026120562,0.026120562,0.026120562,0.0,0.02145143,0.0,0.0,-1.1973092e-10,0.0,0.0,-0.021451367,0.0,0.021511637,0.026120497,0.0,0.02145141,0.0,0.021451388,0.0,0.0046088677,0.0,0.0,0.021511614,0.026120571
75600,0.026120296,0.026120296,0.026120296,0.026120296,0.004669091,0.0046691475,0.026120586,0.0,0.0,0.004608884,0.026120573,0.026120573,0.026120588,0.026120605,0.026120625,0.02612065,0.02612065,0.02612065,0.0,0.021451205,0.0,0.0,1.2877005e-07,0.0,0.0,-0.02145144,0.0,0.021511711,0.026120586,0.0,0.021451183,0.0,0.021451464,0.0,0.004608884,0.0,0.0,0.021511689,0.026120296
